User_name,Category,Comments,Comments_extra,Comments_merge,Comments_Cleaned,predicted_sentiment
Linh Hồng,Màu : A01- đỏ dâu,Thấy mn ai cũng khen nhưng mình thấy son rất nhanh trôi son lên chưa được 1h là đã bay màu son,Rất không hài lòng,Thấy mn ai cũng khen nhưng mình thấy son rất nhanh trôi son lên chưa được 1h là đã bay màu son,thấy mọi người ai cũng khen nhưng mình thấy son rất nhanh trôi son lên chưa được 1h là đã bay màu son,Negative
Lê Kiều Hoan,Màu : A06 - đỏ nâu,,Hài lòng,Hài lòng,hài lòng,Positive
Nguyễn Thủy,Màu : A09 - hồng quế,Hài lòng,Hài lòng,Hài lòng,hài lòng,Positive
Nguyễn Thị Minh Hậu,Màu : A08 - cam bưởi đỏ,son tương đối mềm nhưng nhanh trôi,Hài lòng,son tương đối mềm nhưng nhanh trôi,son tương đối mềm nhưng nhanh trôi,Negative
Khang,Màu : A10 - đỏ berry,,Hài lòng,Hài lòng,hài lòng,Positive
Ngoc Anh Nguyen,Màu : A19 - đỏ hồng tomato,Mình tặng bạn nên cũng không biết đẹp không haha. 50 ký tự,Tặng bạn không biết đẹp không haha,Mình tặng bạn nên cũng không biết đẹp không haha. 50 ký tự,mình tặng bạn nên cũng không biết đẹp không haha 50 ký tự,Positive
Ngọc Trang,Màu : A08 - cam bưởi đỏ,son hơi khô môi màu đẹp bao bì cẩn thận,Bình thường,son hơi khô môi màu đẹp bao bì cẩn thận,son hơi khô môi màu đẹp bao bì cẩn thận,Positive
Vũ Ngọc Hải,Màu : A11 - hồng cháy,Vì màu đẹp,Hài lòng,Vì màu đẹp,vì màu đẹp,Positive
Võ Dương Thanh Thuỳ,Màu : A07 - cam hồng,"Son lên màu đẹp, lâu trôi. Tiki giao hàng nhanh, nhân viên giao hàng nhiệt tình.",Hài lòng,"Son lên màu đẹp, lâu trôi. Tiki giao hàng nhanh, nhân viên giao hàng nhiệt tình.",son lên màu đẹp lâu trôi tiki giao hàng nhanh nhân viên giao hàng nhiệt tình,Positive
Gia Linh,Màu : A07 - cam hồng,Màu không như hình chất son ko mịn,Rất không hài lòng,Màu không như hình chất son ko mịn,màu không như hình chất son không mịn,Negative
Ngọc Duy,Màu : A12 - nâu gạch,,Hài lòng,Hài lòng,hài lòng,Positive
Truong Xuan,Màu : A09 - hồng quế,"gói hàng cẩn thận, son đẹp và thơm nữa. chưa xài thử nên không biết có lì Và mềm môi ko",Hài lòng,"gói hàng cẩn thận, son đẹp và thơm nữa. chưa xài thử nên không biết có lì Và mềm môi ko",gói hàng cẩn thận son đẹp và thơm nữa chưa xài thử nên không biết có lì và mềm môi không,Positive
Hồng Công,Màu : A12 - nâu gạch,Chưa dùng nhưng mà giao đúng ngày và gói kĩ càng?,Hài lòng,Chưa dùng nhưng mà giao đúng ngày và gói kĩ càng?,chưa dùng nhưng mà giao đúng ngày và gói kĩ càng,Positive
Huỳnh Duyên,Màu : A20 - đỏ tím cherry,màu son không phù hợp với mình,Bình thường,màu son không phù hợp với mình,màu son không phù hợp với mình,Negative
Trần Thị Dịu,Màu : A12 - nâu gạch,,Hài lòng,Hài lòng,hài lòng,Positive
Hoàng Thị Diễm Quỳnh,Màu : A02 - hoa hồng khô,"Màu đẹp, chỉ có điều cá nhân mình không thích cái mùi lắm",Hài lòng,"Màu đẹp, chỉ có điều cá nhân mình không thích cái mùi lắm",màu đẹp chỉ có điều cá nhân mình không thích cái mùi lắm,Positive
Lê Trang,Màu : A09 - hồng quế,,Hài lòng,Hài lòng,hài lòng,Positive
Thuy Nguyen,Màu : A06 - đỏ nâu,,Hài lòng,Hài lòng,hài lòng,Positive
Văn Quý,Màu : A03 - đỏ tươi,,Hài lòng,Hài lòng,hài lòng,Positive
Hoàng Ngân,Màu : A08 - cam bưởi đỏ,Giao hàng nhanh đóng gói rất cẩn thận. Mình mua A10 rất ưng và đã mua thêm 1 cây nữa.,Hài lòng,Giao hàng nhanh đóng gói rất cẩn thận. Mình mua A10 rất ưng và đã mua thêm 1 cây nữa.,giao hàng nhanh đóng gói rất cẩn thận mình mua a10 rất ưng và đã mua thêm 1 cây nữa,Positive
Hoa Xanh,Màu : A10 - đỏ berry,vừa thơm vừa mịn quá ưng luôn,Hài lòng,vừa thơm vừa mịn quá ưng luôn,vừa thơm vừa mịn quá ưng luôn,Positive
Daisy Trương,Màu : A20 - đỏ tím cherry,,Hài lòng,Hài lòng,hài lòng,Positive
Đỗ Thị Thu Phương,Màu : A12 - nâu gạch,,Hài lòng,Hài lòng,hài lòng,Positive
Nguyễn Dương,Màu : A02 - hoa hồng khô,,Hài lòng,Hài lòng,hài lòng,Positive
Hanh Bui,Màu : A03 - đỏ tươi,"Ko đẹp và ko đẹp , ko giống hình",Không hài lòng,"Ko đẹp và ko đẹp , ko giống hình",không đẹp và không đẹp không giống hình,Negative
Khánh Hoàng Luong,Màu : A05 - cam đỏ,,Hài lòng,Hài lòng,hài lòng,Positive
Nguyn Du,Màu : A08 - cam bưởi đỏ,"Màu son đẹp,ổn và còn lâu phai màu",Bình thường,"Màu son đẹp,ổn và còn lâu phai màu",màu son đẹp ổn và còn lâu phai màu,Positive
Trịnh Thị Mai Phương,Màu : A10 - đỏ berry,Cực thích màu này. Đánh lên rất xinh,Hài lòng,Cực thích màu này. Đánh lên rất xinh,cực thích màu này đánh lên rất xinh,Positive
Nguyen Phuong Hoa,Màu : A08 - cam bưởi đỏ,Son tốt. Tuy nhiên màu lên không giống tưởng tượng của mình lắm :(,Bình thường,Son tốt. Tuy nhiên màu lên không giống tưởng tượng của mình lắm :(,son tốt tuy nhiên màu lên không giống tưởng tượng của mình lắm,Positive
Quỳnh Nguyễn,Màu : A11 - hồng cháy,"Son dùng thơm, ok và k bị khô",Hài lòng,"Son dùng thơm, ok và k bị khô",son dùng thơm ok và không bị khô,Positive
Thanh Huyền Chu,Màu : A17 - đỏ lạnh,"lên màu chuẩn nhưng hơi khô môi, phải dùng thêm 1 lớp dưỡng trước khi đánh",Hài lòng,"lên màu chuẩn nhưng hơi khô môi, phải dùng thêm 1 lớp dưỡng trước khi đánh",lên màu chuẩn nhưng hơi khô môi phải dùng thêm 1 lớp dưỡng trước khi đánh,Positive
Tuongvanlynbk Yoxnl,Màu : A09 - hồng quế,"Minh dat mua A09 ma lai giao A11, nên trư mot diem. Chat lượng phu hop voi gia tien",Hài lòng,"Minh dat mua A09 ma lai giao A11, nên trư mot diem. Chat lượng phu hop voi gia tien",minh dat mua a09 ma lai giao a1 nên trư mot diem chat lượng phu hop voi gia tien,Positive
Thanh Thảo,Màu : A05 - cam đỏ,,Hài lòng,Hài lòng,hài lòng,Positive
Hien Nguyen,Màu : A10 - đỏ berry,,Hài lòng,Hài lòng,hài lòng,Positive
Hữu Nhân,Màu : A12 - nâu gạch,,Hài lòng,Hài lòng,hài lòng,Positive
Phương Giang Trương,Màu : A12 - nâu gạch,Ok,Hài lòng,Ok,ok,Positive
Phan Th Thy Ngn,Màu : A05 - cam đỏ,Mình  đặt hàng màu a5 và mình rất hài lòng với sản phẩm . Lần sau nhất định đặt lại hàng của shop❤️,Hài lòng,Mình  đặt hàng màu a5 và mình rất hài lòng với sản phẩm . Lần sau nhất định đặt lại hàng của shop❤️,mình đặt hàng màu a5 và mình rất hài lòng với sản phẩm lần sau nhất định đặt lại hàng của shop,Positive
Huong Nguyen,Màu : A06 - đỏ nâu,hmmmmmm,Hài lòng,hmmmmmm,hm,Positive
Nguyễn Văn Quang,Màu : A12 - nâu gạch,,Hài lòng,Hài lòng,hài lòng,Positive
Nguyễn Thị Thắm,Màu : A05 - cam đỏ,"Giao hàng nhanh, mẫu đúng, bao bọc cẩn thận. Thấy tốt nè",Hài lòng với sp,"Giao hàng nhanh, mẫu đúng, bao bọc cẩn thận. Thấy tốt nè",giao hàng nhanh mẫu đúng bao bọc cẩn thận thấy tốt nè,Positive
Trần Ngọc Triệu,Màu : A12 - nâu gạch,,Hài lòng,Hài lòng,hài lòng,Positive
Hoàng Diệu,Màu : A12 - nâu gạch,đẹp ??lên màu chuẩn đúng hàng nhưng giao hàng hơi chậm,ok,đẹp ??lên màu chuẩn đúng hàng nhưng giao hàng hơi chậm,đẹp lên màu chuẩn đúng hàng nhưng giao hàng hơi chậm,Positive
Nguyễn Thị Ánh Mai,Màu : A19 - đỏ hồng tomato,"mùi thơm nhẹ , mịn nhưng hk lì",Hài lòng,"mùi thơm nhẹ , mịn nhưng hk lì",mùi thơm nhẹ mịn nhưng không lì,Negative
Chí Hải,Màu : A13 - nâu đỏ tươi,,Hài lòng,Hài lòng,hài lòng,Positive
Ngc Nh,Màu : A19 - đỏ hồng tomato,hàg đúg . chuẩn màu.giao hàng sớm hơn dự kiến. shop gói hàng rất ok..yêu shop,Hài lòng,hàg đúg . chuẩn màu.giao hàng sớm hơn dự kiến. shop gói hàng rất ok..yêu shop,hàg đúg chuẩn màu giao hàng sớm hơn dự kiến shop gói hàng rất ok yêu shop,Positive
Pham Thuỳ Phương,Màu : A08 - cam bưởi đỏ,"son dưỡng nhiều, mềm mịn, ko gây khô môi. tuy nhiên giữ màu không lâu.",Hài lòng,"son dưỡng nhiều, mềm mịn, ko gây khô môi. tuy nhiên giữ màu không lâu.",son dưỡng nhiều mềm mịn không gây khô môi tuy nhiên giữ màu không lâu,Positive
Hạc Tử Linh,Màu : A06 - đỏ nâu,,Hài lòng,Hài lòng,hài lòng,Positive
Nhi Nguyen,Màu : A08 - cam bưởi đỏ,Son j an cai trôi hết uống nước thi dinh z ma noi son li giữ dc 8tieng,Bình thường,Son j an cai trôi hết uống nước thi dinh z ma noi son li giữ dc 8tieng,son gì an cai trôi hết uống nước thi dinh vậy ma noi son li giữ được 8tieng,Negative
To Hoai Xuyen,Màu : A11 - hồng cháy,,Hài lòng,Hài lòng,hài lòng,Positive
Nguyễn Trâm,Màu : A10 - đỏ berry,son có mùi khó chịu. son khó tán màu.   bị bết. test thử thấy chất lượng kém nên mình k dùng nữa,Rất không hài lòng,son có mùi khó chịu. son khó tán màu.   bị bết. test thử thấy chất lượng kém nên mình k dùng nữa,son có mùi khó chịu son khó tán màu bị bết test thử thấy chất lượng kém nên mình không dùng nữa,Negative
Nhung Nhung,Màu : A10 - đỏ berry,Son đep mượt min môi lắm lại còn thơm nữa ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️????????❤️❤️❤️❤️??❤️????,Màu a10,Son đep mượt min môi lắm lại còn thơm nữa ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️????????❤️❤️❤️❤️??❤️????,son đep mượt min môi lắm lại còn thơm nữa   ,Positive
Hong Tham,Màu : A06 - đỏ nâu,son moi dep hk li cho lam,Rất không hài lòng,son moi dep hk li cho lam,son moi dep không li cho lam,Negative
Nguyen Thi Ngot,Màu : A08 - cam bưởi đỏ,,Hài lòng,Hài lòng,hài lòng,Positive
Liên Phan,Màu : A06 - đỏ nâu,,Hài lòng,Hài lòng,hài lòng,Positive
Phạm Lan Phương,Màu : A13 - nâu đỏ tươi,"Chắc do mình cảm nhận thôi. Mình thấy mùi khá khó chịu, nhưng ng thích mùi đậm chắc ko sao",Không hài lòng,"Chắc do mình cảm nhận thôi. Mình thấy mùi khá khó chịu, nhưng ng thích mùi đậm chắc ko sao",chắc do mình cảm nhận thôi mình thấy mùi khá khó chịu nhưng người thích mùi đậm chắc không sao,Positive
HONG DUNG,Màu : A12 - nâu gạch,"màu son rất ok nhưng dễ trôi son, ăn uống đều trôi hết",Không hài lòng,"màu son rất ok nhưng dễ trôi son, ăn uống đều trôi hết",màu son rất ok nhưng dễ trôi son ăn uống đều trôi hết,Positive
H Trinh,Màu : A09 - hồng quế,ko hai long vì sản phẩm kém chất lượng,Rất không hài lòng,ko hai long vì sản phẩm kém chất lượng,không hai long vì sản phẩm kém chất lượng,Negative
Nguyễn Huy Khang,Màu : A06 - đỏ nâu,Hàng giao đúng mẫu mã lựa chọn. Mình mua dùm ko xài nên ko đánh giá chất lượng đc.,Hài lòng,Hàng giao đúng mẫu mã lựa chọn. Mình mua dùm ko xài nên ko đánh giá chất lượng đc.,hàng giao đúng mẫu mã lựa chọn mình mua dùm không xài nên không đánh giá chất lượng được,Positive
Nguyễn Vy,Màu : A19 - đỏ hồng tomato,"Son sử dụng lâu gây khô môi, thơm nhưng không bền màu sau khi ăn uống!",Không hài lòng,"Son sử dụng lâu gây khô môi, thơm nhưng không bền màu sau khi ăn uống!",son sử dụng lâu gây khô môi thơm nhưng không bền màu sau khi ăn uống,Negative
Nguyễn Hiếu,Màu : A21 - đỏ nâu ánh khói,Màu lên ok nhưng thấy hơi bị mau bay màu. Tiki giao khá nhanh gói kỹ như mọi khi,Tạm được,Màu lên ok nhưng thấy hơi bị mau bay màu. Tiki giao khá nhanh gói kỹ như mọi khi,màu lên ok nhưng thấy hơi bị mau bay màu tiki giao khá nhanh gói kỹ như mọi khi,Positive
Đỗ MINH,Màu : A10 - đỏ berry,,Hài lòng,Hài lòng,hài lòng,Positive
Lại Thủy,Màu : A07 - cam hồng,son mịn lì nhưng màu lên k chủan lắm,Hài lòng,son mịn lì nhưng màu lên k chủan lắm,son mịn lì nhưng màu lên không chủan lắm,Positive
Lê Đinh Phùng,Màu : A09 - hồng quế,sản phẩm dùng tạm ổn...k có j phải lăngtawng,Hài lòng,sản phẩm dùng tạm ổn...k có j phải lăngtawng,sản phẩm dùng tạm ổn không có gì phải lăngtawng,Positive
Carbine Quân,Màu : A01- đỏ dâu,,Hài lòng,Hài lòng,hài lòng,Positive
Trng Cm T,Màu : A05 - cam đỏ,"đặt mua đỏ cam, thoa lên môi thì ra đỏ hồng. mình cực kì ghét màu hồng nên không hài lòng. Son lên màu ko chuẩn.",Bình thường,"đặt mua đỏ cam, thoa lên môi thì ra đỏ hồng. mình cực kì ghét màu hồng nên không hài lòng. Son lên màu ko chuẩn.",đặt mua đỏ cam thoa lên môi thì ra đỏ hồng mình cực kì ghét màu hồng nên không hài lòng son lên màu không chuẩn,Negative
Thùy Quyên,Màu : A09 - hồng quế,mình đặt a12 mà shop giao a09 hơi thất vọng xíu 🤦🤦,Hài lòng,mình đặt a12 mà shop giao a09 hơi thất vọng xíu 🤦🤦,mình đặt a12 mà shop giao a09 hơi thất vọng xíu ,Negative
Minh Tâm,Màu : A08 - cam bưởi đỏ,mình mua màu A08 (cam bưởi đỏ) nhưng giống hồng đất hơn. lên môi không đẹp lắm.,Không hài lòng,mình mua màu A08 (cam bưởi đỏ) nhưng giống hồng đất hơn. lên môi không đẹp lắm.,mình mua màu a08 cam bưởi đỏ nhưng giống hồng đất hơn lên môi không đẹp lắm,Positive
Hạc Tử Linh,Màu : A09 - hồng quế,,Hài lòng,Hài lòng,hài lòng,Positive
Ngoan N,Màu : A10 - đỏ berry,Màu son thì đẹp. Nhưng đặt 1 cây a10 và 1 cây a11. Trên vỏ hộp lúc giao cũng ghi giống vậy. Nhưng khi mở ra là 2 cây a10. Giao hàng kiểu này sao được.,Giao không đúng mẫu,Màu son thì đẹp. Nhưng đặt 1 cây a10 và 1 cây a11. Trên vỏ hộp lúc giao cũng ghi giống vậy. Nhưng khi mở ra là 2 cây a10. Giao hàng kiểu này sao được.,màu son thì đẹp nhưng đặt 1 cây a10 và 1 cây a1 trên vỏ hộp lúc giao cũng ghi giống vậy nhưng khi mở ra là 2 cây a10 giao hàng kiểu này sao được,Positive
Luân Trần,Màu : A12 - nâu gạch,,Hài lòng,Hài lòng,hài lòng,Positive
Hoàng Anh Phan,Màu : A12 - nâu gạch,"hk biết phải son fake hay k mới chùi mà đã bay hết
son rất nhanh trôi, 
son hơi bị vón cục",Không hài lòng,"hk biết phải son fake hay k mới chùi mà đã bay hết
son rất nhanh trôi, 
son hơi bị vón cục",không biết phải son giả mạo hay không mới chùi mà đã bay hết son rất nhanh trôi son hơi bị vón cục,Negative
Sally Sally,Màu : A05 - cam đỏ,Một cơn gió hay là trái tim của em,Hài lòng,Một cơn gió hay là trái tim của em,một cơn gió hay là trái tim của em,Positive
Hanna Ngân,Màu : A10 - đỏ berry,,Hài lòng,Hài lòng,hài lòng,Positive
Andy Ly,Màu : A12 - nâu gạch,,Hài lòng,Hài lòng,hài lòng,Positive
Honey Nguyen,Màu : A06 - đỏ nâu,Sao mình đặt a06 mà bên shop lại giao a06 v,Nguyễn Anh Phương Hoa,Sao mình đặt a06 mà bên shop lại giao a06 v,sao mình đặt a06 mà bên shop lại giao a06 v,Positive
Ghita Duong,Màu : A12 - nâu gạch,Giao trễ hơn với dự kiến,Hài lòng,Giao trễ hơn với dự kiến,giao trễ hơn với dự kiến,Positive
Đồng Gia Linh,Màu : A12 - nâu gạch,5 sao cho sản phẩm và trừ 1 sao do shipper nha,Hài lòng,5 sao cho sản phẩm và trừ 1 sao do shipper nha,5 sao cho sản phẩm và trừ 1 sao do shiper nha,Positive
Hoàng Ngọc Linh,Màu : A12 - nâu gạch,"Má ơi nó đẹp xuất sắc luôn á !! Ship hơi lâu, vỏ son đẹp, lúc mới mở ra thì thấy có những chỗ ko có son, mùi nó thơm lắm lun á, mùi hoa quả, khá là hài lòng",Hài lòng,"Má ơi nó đẹp xuất sắc luôn á !! Ship hơi lâu, vỏ son đẹp, lúc mới mở ra thì thấy có những chỗ ko có son, mùi nó thơm lắm lun á, mùi hoa quả, khá là hài lòng",má ơi nó đẹp xuất sắc luôn á giao hàng hơi lâu vỏ son đẹp lúc mới mở ra thì thấy có những chỗ không có son mùi nó thơm lắm luôn á mùi hoa quả khá là hài lòng,Positive
MIN D,Màu : A12 - nâu gạch,,Hài lòng,Hài lòng,hài lòng,Positive
Trần Thị Hà,Màu : A08 - cam bưởi đỏ,Chưa giao hàng mà sao để đã giao là sao? Gọi điện thoại bên giao hàng cũng xác nhận là chưa nhận được đơn này. Tiki làm ăn kiểu gì vậy?,Rất không hài lòng,Chưa giao hàng mà sao để đã giao là sao? Gọi điện thoại bên giao hàng cũng xác nhận là chưa nhận được đơn này. Tiki làm ăn kiểu gì vậy?,chưa giao hàng mà sao để đã giao là sao gọi điện thoại bên giao hàng cũng xác nhận là chưa nhận được đơn này tiki làm ăn kiểu gì vậy,Positive
Mỹ Hạnh,Màu : A12 - nâu gạch,giao ko đúng  mua 4 giao 3 mà  tiên là 4,Rất không hài lòng,giao ko đúng  mua 4 giao 3 mà  tiên là 4,giao không đúng mua 4 giao 3 mà tiên là 4,Negative
Nguyễn Thị Hoàng Hà,Màu : A19 - đỏ hồng tomato,Son dùng bình thường nhanh trôi màu,Bình thường,Son dùng bình thường nhanh trôi màu,son dùng bình thường nhanh trôi màu,Negative
Mỹ Linh,Màu : A03 - đỏ tươi,,Hài lòng,Hài lòng,hài lòng,Positive
Andy Ly,Màu : A06 - đỏ nâu,,Hài lòng,Hài lòng,hài lòng,Positive
Khu Phm Th Mai,Màu : A05 - cam đỏ,"mình đặt hàng màu A05, khi giao hàng vỏ bên ngoài ghi A05 nhưng son thì là A01.hơi thất vong. Được cái đóng hàng cẩn thận",Bình thường,"mình đặt hàng màu A05, khi giao hàng vỏ bên ngoài ghi A05 nhưng son thì là A01.hơi thất vong. Được cái đóng hàng cẩn thận",mình đặt hàng màu a05 khi giao hàng vỏ bên ngoài ghi a05 nhưng son thì là a01 hơi thất vong được cái đóng hàng cẩn thận,Negative
Dương Thu Thảo,Màu : A08 - cam bưởi đỏ,Tốt,Hài lòng,Tốt,tốt,Positive
Võ Thị Mai,Màu : A11 - hồng cháy,"Mình không cần lì lắm nên này cũng ok. Mua màu A11, lên màu môi mình hơi sáng hơn chút nhưng nói chung ổn. Duyệt.
Mùi son thơm hơn vị nụ hôn của Crush ?",Hài lòng,"Mình không cần lì lắm nên này cũng ok. Mua màu A11, lên màu môi mình hơi sáng hơn chút nhưng nói chung ổn. Duyệt.
Mùi son thơm hơn vị nụ hôn của Crush ?",mình không cần lì lắm nên này cũng ok mua màu a1 lên màu môi mình hơi sáng hơn chút nhưng nói chung ổn duyệt mùi son thơm hơn vị nụ hôn của crush,Positive
Lê ANh Quỳnh Trang,Màu : A04 - đỏ thẫm,"Đặt màu 04 giới thiệu là đỏ trầm nhưng khi đánh lên thì là đỏ hồng đậm. Chất son khá ổn, mượt mà trên môi, mùi thơm",Hài lòng,"Đặt màu 04 giới thiệu là đỏ trầm nhưng khi đánh lên thì là đỏ hồng đậm. Chất son khá ổn, mượt mà trên môi, mùi thơm",đặt màu 04 giới thiệu là đỏ trầm nhưng khi đánh lên thì là đỏ hồng đậm chất son khá ổn mượt mà trên môi mùi thơm,Positive
